YORF	NAME	G0.05	G0.1	G0.15	G0.2	G0.25	G0.3	N0.05	N0.1	N0.15	N0.2	N0.25	N0.3	P0.05	P0.1	P0.15	P0.2	P0.25	P0.3	S0.05	S0.1	S0.15	S0.2	S0.25	S0.3	L0.05	L0.1	L0.15	L0.2	L0.25	L0.3	U0.05	U0.1	U0.15	U0.2	U0.25	U0.3
YCL044C	|| biological process unknown || molecular function unknown || YCL044C || 1085961	0.38	-0.24	0.51	0.68	0.34	0.48	0.47	0.59	-0.68	-0.15	-0.34	0.55	-1.5	-1.49	-1.46	-0.92	-0.74	-0.56	0.27	-0.03	-0.09	0.05	-0.19	0.14	-0.14	-0.48	0.09	0.08	0.25	0.17	-0.28	0.27	0.49	-0.11	0.49	0.66
YFL068W	|| biological process unknown || molecular function unknown || YFL068W || 1085848	-0.01	0.06	0.09	0.06	0.09	0.22	0.81	0.53	-0.21	0.01	0	0.08	-0.48	-0.37	-0.34	-0.54	-0.34	-0.18	1.89	0.28	0.21	0	-0.08	-0.04	0.04	-0.07	0.18	0.18	0.11	0.16	1.15	0.18	0.3	0.47	0.31	0.67
YBL075C	SSA3       || response to stress* || ATPase activity || YBL075C || 1081769	2.3	0.15	0.15	0.22	0.03	0.1	0.72	0.21	-0.14	-0.26	-0.1	-0.07	1.94	0.41	0.12	0.05	0.17	0.11	1.11	-0.11	-0.21	-0.24	-0.06	0.2	1.23	0.31	0.09	0.09	0.2	-0.01	1.97	0.46	0.45	0.2	0.22	0.29
YGR124W	ASN2       || asparagine biosynthesis || asparagine synthase (glutamine-hydrolyzing) activity || YGR124W || 1086005	0.74	0.3	0.32	0.37	0.23	0.3	-0.87	-0.78	-1.65	-1.19	-0.78	-0.07	-1.68	-1.41	-1.45	-1.6	-0.62	-0.57	-0.81	-0.92	-0.8	-0.43	-0.41	-0.25	0.57	0.24	0.25	0.09	0.03	-0.13	-0.77	-0.7	-0.5	-0.46	-0.41	-0.09
YPL086C	ELP3       || regulation of transcription from RNA polymerase II promoter || RNA polymerase II transcription elongation factor activity* || YPL086C || 1082533	-0.75	-0.74	-0.35	-0.3	-0.01	0.04	-0.82	-0.73	-0.63	-0.21	-0.12	0.02	-0.26	-0.19	-0.19	-0.21	0.08	0.21	-0.44	-0.66	-0.02	-0.16	0.05	-0.06	-0.71	-0.46	-0.02	0.06	0.05	0.16	-1.08	-0.44	-0.1	0.09	0.04	0.07
YLR321C	SFH1       || chromatin remodeling || protein binding || YLR321C || 1083217	-0.42	-0.28	-0.07	-0.02	-0.05	0.06	-0.14	-0.39	-0.2	-0.19	0.17	-0.05	0.05	0.07	0.28	0.35	0.18	-0.08	-0.51	-0.2	-0.05	-0.1	-0.14	-0.06	-0.37	-0.36	0.03	-0.15	0	-0.02	-0.8	-0.66	-0.29	-0.18	-0.22	0
YOL011W	PLB3       || phosphatidylserine catabolism* || lysophospholipase activity || YOL011W || 1082294	-0.22	-0.3	-0.1	0.1	0	-0.03	0.3	-0.06	-0.55	-0.56	-0.41	0.01	0.9	0.74	0.63	0.78	0.56	0.39	-0.43	-0.2	-0.15	-0.05	-0.18	0.08	0.51	0.23	0.09	0.16	0.11	-0.15	0.07	0.44	0.59	-0.08	0.21	0.24
YPL066W	|| biological process unknown || molecular function unknown || YPL066W || 1082066	-0.14	0.06	0.78	0.81	0.3	0.14	-0.5	-0.3	0.1	-0.03	-0.01	0.3	-0.15	-0.27	-0.2	0.11	-0.15	-0.29	-0.85	-0.32	-0.04	0.08	0.03	-0.03	-0.02	-0.04	0.28	0.13	0.3	0.06	-0.75	1.91	0.47	0.25	0.37	0.15
YNL042W	BOP3       || response to mercury ion || molecular function unknown || YNL042W || 1081660	0.05	-0.07	0.35	0.45	0.03	-0.03	0.79	0.8	0.74	0.49	0.68	0.66	1.01	1.1	0.96	0.85	0.39	0.31	0.59	0.45	0.5	0.46	0.6	0.41	0.58	0.16	0	0.19	0.28	0.15	0.99	1.19	0.77	0.41	0.75	0.7
YHR179W	OYE2       || biological process unknown || NADPH dehydrogenase activity || YHR179W || 1085449	-1.58	-1.75	-1.69	-1.08	-0.47	-0.48	-0.39	-0.71	-1.16	-0.98	-0.72	-0.68	0.95	1.1	1.2	0.84	1.11	0.94	-1.43	-1.03	-0.66	-0.53	-0.23	-0.44	-0.47	-0.06	0.21	-0.03	-0.1	-0.02	-0.82	-0.64	-0.27	-0.4	-0.69	-0.27
YJR157W	||  ||  || YJR157W || 1084835	0.34	0.15	-0.04	-0.05	0.35	0.33	-0.61	-0.35	-0.47	-0.41	-0.31	0.01	0.3	-0.06	-1.23	-0.2	-0.45	0.46	0.16	-0.17	-0.17	0.16	-0.25	0.33	1.14	-0.44	0.48	0.14	0.26	0.17	1.39	-0.45	0.01	0.09	0.23	0.21
YEL068C	||  ||  || YEL068C || 1085079	0.28	0.54	0.67	0.42	0.25	0.09	-0.12	0.06	0.52	0.81	0.78	0.65	-0.02	-0.27	0.05	0.42	0.43	0.26	-0.62	-0.2	0.06	0.01	0.14	0.1	-0.34	0.44	0.49	0.47	0.43	0.1	-0.330146	-0.56	-0.36	-0.08	-0.08	-0.08
YKL205W	LOS1       || tRNA-nucleus export* || tRNA binding* || YKL205W || 1082924	-0.46	-0.39	-0.3	-0.35	-0.05	-0.08	-1.24	-0.91	-0.03	-0.03	0.16	0	-0.46	-0.4	-0.1	0.12	0.19	0.38	-0.89	-0.44	0.1	0.04	-0.02	0.14	-0.45	-0.04	-0.2	-0.09	0	-0.14	-0.84	-0.49	-0.15	-0.07	-0.01	-0.12
YNL258C	"DSL1       || retrograde transport, Golgi to ER || molecular function unknown || YNL258C || 1085802"	0.12	0.08	0.07	0.04	-0.05	0	-0.01	0.04	0.62	0.43	0.24	-0.01	0.43	0.27	0.27	0.37	0.1	-0.37	0.42	0.6	0.31	0.25	0.21	0.26	0.11	0.11	0.13	-0.03	0.04	-0.09	-0.04	0.03	0.03	0.22	0	-0.15
YBR084C-A	RPL19A     || protein biosynthesis || structural constituent of ribosome || YBR084C-A || 1082736	-1.63	-0.91	-0.73	-0.73	-0.45	-0.19	-2.48	-2.26	-1.03	-0.82	-0.22	-0.37	-0.88	-0.69	-0.43	0.28	0.25	0.16	-1.17	-0.98	-0.32	-0.39	-0.43	-0.28	-1.13	-0.56	-0.49	-0.4	-0.03	-0.12	-1.71	-1.14	-0.3	-0.21	-0.38	-0.32
YCL024W	KCC4       || protein amino acid phosphorylation* || protein kinase activity || YCL024W || 1082632	-0.31	-0.48	-0.59	-0.36	-0.2	-0.24	0.99	0.9	0.1	0.06	0.11	-0.33	-0.35	-0.2	0.03	-0.01	-0.1	-0.52	0.52	0.32	-0.06	0.07	0.24	-0.09	0.04	-0.26	-0.1	-0.1	-0.21	0.02	-0.01	-0.17	0.07	-0.32	-0.19	-0.38
YLR301W	|| cotranslational protein-membrane targeting || molecular function unknown || YLR301W || 1082439	-0.44	-0.26	-0.41	-0.34	-0.07	0.38	-1.36	-1.16	-0.3	0.2	0.24	0.35	0.1	0.07	0.07	0.14	0.52	0.8	0.41	0.71	0.77	0.82	1.01	0.8	-0.26	0.15	0.38	0.52	0.59	0.7	-0.97	0.34	0.65	0.81	0.64	0.5
YKL008C	LAC1       || ceramide biosynthesis* || sphingosine N-acyltransferase activity || YKL008C || 1081126	-0.65	-0.68	-0.6	-0.65	-0.48	-0.45	-0.2	-0.14	0.27	0.08	0.12	0.08	-0.24	-0.36	-0.63	-0.22	-0.1	0.25	-0.59	0.52	0.01	0.42	0.24	0.65	-0.43	0.18	0.21	0.48	0.53	0.11	-1.25	0.19	0.26	0.25	0.76	0.63
YJL039C	NUP192     || nuclear pore organization and biogenesis || structural constituent of nuclear pore || YJL039C || 1083429	-0.3	-0.29	-0.09	-0.12	0	0.02	0.13	0.16	0.51	0.26	0.19	0.24	0.19	0.16	0.18	0.47	0.34	0.51	-0.07	0.09	0.22	0.11	0.03	0.16	0.22	-0.02	0.01	-0.03	-0.01	-0.11	-0.18	-0.15	-0.29	-0.21	-0.05	0
YMR075C-A	||  ||  || YMR075C-A || 1085339	-2.16	-0.66	-0.83	-0.62	-0.17	-0.25	-1.36911	-0.98	-0.88	-0.57	-0.44	-0.37	-0.848153	-0.66	-0.56	-0.0368544	-0.0489232	0.0330743	-1.19907	-0.4	-0.39	-0.32	-0.36	-0.1	-1.13	-0.76	-0.37	-0.3	-0.04	-0.09	-1.82517	-0.63	-0.26	-0.3	-0.19	-0.04
YDL209C	"CWC2       || nuclear mRNA splicing, via spliceosome || molecular function unknown || YDL209C || 1082895"	-0.19	-0.21	-0.3	-0.24	-0.07	0.14	0.28	0.15	0	0.15	0.39	0.13	0.56	0.6	0.64	0.57	0.58	0.16	-0.08	-0.01	0.12	0.1	0	0.03	-0.29	-0.04	-0.03	-0.03	0.02	0.06	-0.59	-0.32	0	-0.01	-0.02	0.29
YHR188C	GPI16      || attachment of GPI anchor to protein || GPI-anchor transamidase activity || YHR188C || 1083889	-0.44	-0.57	-0.29	-0.15	-0.2	-0.14	0.27	0.21	-0.82	-0.72	-0.67	-0.11	-0.54	-0.4	-0.52	-0.28	-0.34	-0.09	-0.49	-0.29	-0.7	-0.36	-0.58	-0.24	-0.23	-0.38	-0.23	-0.12	-0.02	-0.05	-1.08	-0.28	-0.33	-0.41	-0.1	0.04
YNL238W	KEX2       || peptide pheromone maturation || serine-type endopeptidase activity || YNL238W || 1081548	-0.44	-0.38	-0.1	0.06	0.04	0.12	0.46	0.5	0.16	0.17	0.04	0.41	0.35	0.43	0.58	0.55	0.6	0.55	0	0.2	0.06	0.23	0.22	0.35	0.05	-0.23	0.11	0.08	0.12	0.24	0.03	0.08	0.08	-0.04	0.19	0.35
YJL019W	MPS3       || mitotic sister chromatid cohesion* || molecular function unknown || YJL019W || 1082615	-0.26	-0.08	-0.35	-0.29	-0.59	-0.52	1.22	0.89	0.01	-0.46	-0.23	0.14	-0.03	0.22	0.3	0.23	0.19	-0.29	0.365299	-0.06	-0.48	-0.63	-0.35	-0.62	-0.3	-0.39	-0.42	-0.26	-0.29	-0.23	0.282102	-0.2	-0.18	-0.64	-0.35	-0.06
YGR113W	DAM1       || mitotic spindle organization and biogenesis in nucleus* || structural constituent of cytoskeleton || YGR113W || 1080891	-0.25	-0.2	-0.03	-0.11	-0.11	0.01	0.79	0.28	-0.22	0.21	0.19	0.13	-0.17	0.02	0.11	0.33	0.12	-0.34	0.62	-0.04	0.15	-0.09	0.15	0.09	-0.16	-0.12	0.23	0.23	0.15	0.08	0.47	-0.21	0.09	0.1	-0.05	0
YLR310C	CDC25      || regulation of progression through cell cycle* || Ras guanyl-nucleotide exchange factor activity || YLR310C || 1086124	0.77	0.42	0.59	0.5	0.41	0.29	1.16	1.12	0.61	0.55	0.12	0.34	0.56	0.41	0.37	-0.78	0.14	-0.02	0.3	0.59	0.09	0.24	0.12	0.33	0.63	0.36	0.35	0.11	0.03	0.18	0.52	0.35	0.08	0.12	0.01	0.17
YBL064C	PRX1       || regulation of cell redox homeostasis || thioredoxin peroxidase activity || YBL064C || 1082395	1.09	0.92	1.12	1.18	0.49	-0.38	0.89	0.47	0.42	0.02	-0.43	-1.09	1.37	0.77	0.38	-0.04	-0.59	-0.97	0.34	0.42	0.38	0.07	0.03	-0.32	1.21	0.59	-0.21	-0.62	-0.86	-0.98	1.69	1.39	0.54	-0.03	-0.15	-0.72
YCL033C	|| response to oxidative stress || protein-methionine-R-oxide reductase activity || YCL033C || 1085092	0.61	0.68	0.33	0.34	0.33	0.14	0.09	0.38	0.22	0.17	0.08	-0.09	0.64	0.43	0.42	0.25	0.06	0.06	0.57	0.16	0.27	0.17	0.17	0.29	0.81	0.22	0.28	0.32	0.12	0.32	1.63	0.54	0.27	0.43	0.08	0.04
YDL002C	NHP10      || chromatin remodeling || molecular function unknown || YDL002C || 1086453	-0.24	0.08	-0.07	-0.16	0.05	0.24	-0.52	-0.23	0.38	0.61	0.64	0.08	0.43	0.47	0.54	0.54	0.34	0.31	-0.02	0.23	0.35	0.28	0.37	0.21	0.11	0.09	0.27	0.29	0.32	0.34	-0.1	0.09	0.31	0.46	0.17	0.11
YIL082W-A	||  ||  || YIL082W-A || 1082506	0.51	0.29	0.62	0.55	-0.11	-0.18	0.55	0.11	0.18	-0.21	-0.1	0.01	0.73	0.72	0.274973	-0.1	-0.04	-0.0240601	0.31	-0.47	0.28	-0.41	-0.42	-0.37	0.03	-0.42	-0.53	-0.36	-0.41	-0.68	0.105039	-0.1	-0.09	-0.42	-0.15	-0.42
YKL214C	YRA2       || poly(A)+ mRNA-nucleus export || RNA binding || YKL214C || 1083655	0.38	0.5	-0.08	-0.23	-0.14	-0.08	-0.15	0.06	0.64	0.27	0.17	-0.24	0.11	0.23	0.08	0.04	0.05	-0.15	0.14	0.3	0.11	0	0.14	-0.04	-0.06	0.16	-0.04	0.01	-0.07	0.06	0.67	-0.06	-0.12	0.1	-0.18	-0.16
YEL057C	|| biological process unknown || molecular function unknown || YEL057C || 1081174	1.23	1.18	0.96	0.86	0.74	-0.08	-0.74	-0.65	-0.13	-0.56	-1.09	-0.930529	-1.42	-1.3	-1.33	-1.11	-1.76	-1.69	-0.57798	-1	-1.69	-1.15	-0.97	-1.17	-0.28	0	-0.35	-0.73	-0.89	-1.22	0.79	0.15	-0.77	-1.01	-0.959381	-0.919414
YHR168W	MTG2       || protein biosynthesis || GTPase activity* || YHR168W || 1084953	-0.22	-0.2	0.13	0.23	-0.16	0.07	0.67	0.32	-0.03	-0.19	-0.2	-0.57	-0.86	-0.68	-0.85	-1.09	-0.69	-1.09	-0.2	-0.07	-0.55	-0.53	-0.3	-0.65	-0.35	-0.23	-0.17	-0.21	-0.25	-0.06	0.13	-0.53	-0.33	-0.36	-0.61	-0.47
YGL035C	MIG1       || regulation of transcription from RNA polymerase II promoter* || specific RNA polymerase II transcription factor activity || YGL035C || 1083793	0.09	0.02	0.83	0.61	0.18	0.24	0.72	0.38	-0.2	-0.4	-0.24	-0.04	-0.38	-0.4	-0.56	-0.63	-0.46	-0.86	0.16	-0.19	-0.36	-0.31	-0.3	-0.32	-0.16	-0.08	0.12	-0.09	-0.05	-0.28	-0.27	-0.25	-0.06	-0.12	-0.21	-0.18
YDL088C	ASM4       || mRNA-nucleus export* || structural molecule activity || YDL088C || 1083551	0.08	0	0.1	0.22	-0.04	0.04	0.88	0.33	-0.12	0	-0.04	0.08	-0.38	-0.29	-0.34	-0.33	-0.12	-0.44	-0.2	0.2	0.13	0.03	0.03	-0.04	-0.19	-0.06	0.04	-0.02	-0.01	0.04	-0.47	0.19	-0.03	-0.11	0.03	0.05
YFL066C	|| biological process unknown || molecular function unknown || YFL066C || 1086745	-0.17	0.07	0.17	0.16	-0.21	-0.26	2.29	1.73	0.16	-0.06	-0.29	-0.07	-0.39	-0.2	0.11	0.13	0.06	-0.34	2.46	0.7	0.36	-0.23	-0.04	-0.34	0.17	-0.21	0.25	0	0.12	-0.46	1.12	0.24	0.34	-0.17	0.03	0.09
YER184C	|| biological process unknown || molecular function unknown || YER184C || 1080681	0.7	0.59	0.76	0.27	0.03	-0.06	1.02	0.63	0.88	0.66	0.41	-0.17	-0.24	-0.14	0.29	-0.07	0	-0.01	0.639016	0.82	0.22	0.07	0.74	0	0.49	0.28	-0.03	0.15	-0.03	0	0.682781	0.47	-0.01	-0.17	-0.18	-0.15
YLR396C	VPS33      || late endosome to vacuole transport* || ATP binding || YLR396C || 1081813	0.77	0.66	0.31	0.36	0.15	0.23	0.47	0.53	0.95	0.58	0.31	0.21	0.8	0.55	0.57	0.48	0.16	0.09	0.86	0.74	0.63	0.46	0.47	0.36	0.64	0.54	0.56	0.31	0.23	0.23	0.61	0.51	0.17	0.36	0.22	0.11
YMR139W	RIM11      || protein amino acid phosphorylation* || protein serine/threonine kinase activity* || YMR139W || 1081348	0.23	-0.01	0.08	0.18	0	-0.06	-0.03	-0.23	-0.28	-0.34	-0.24	-0.12	0.15	-0.19	0	-0.15	0.01	-0.29	-0.34	-0.5	-0.16	-0.47	-0.27	-0.57	-0.08	0.17	0.1	0.07	-0.09	-0.06	-1.07	-0.12	-0.15	-0.09	-0.07	-0.21
YGR199W	PMT6       || protein amino acid O-linked glycosylation || dolichyl-phosphate-mannose-protein mannosyltransferase activity || YGR199W || 1084986	-0.19	-0.43	-0.27	0.1	-0.06	0	0.28	0.26	-0.06	-0.28	-0.03	0.09	0.43	0.5	0.27	0.41	0.21	0.27	0.47	0.2	-0.01	0.3	0.05	0.38	-0.16	-0.2	0.03	0.16	0.14	-0.07	-0.49	-0.53	-0.37	-0.28	0	0.24
YPR182W	"SMX3       || nuclear mRNA splicing, via spliceosome || RNA splicing factor activity, transesterification mechanism || YPR182W || 1086255"	0.64	0.68	0.21	0.16	0.17	0.04	-0.71	-0.46	-0.41	-0.58	-0.33	-0.21	-0.55	-0.61	-0.66	-0.43	-0.49	-0.08	0.15	-0.44	-0.2	-0.23	-0.19	0.08	0.24	0.1	0.27	0.2	0.02	-0.26	0.94	0.03	-0.17	-0.02	-0.11	-0.02
YML071C	COG8       || intra-Golgi transport || molecular function unknown || YML071C || 1086103	-0.07	0.01	-0.39	-0.38	-0.24	0	0.28	0.26	0.1	0.47	0.16	-0.07	0.71	0.52	0.63	0.4	0.36	-0.32	0.75	-0.38	-0.28	-0.31	-0.06	-0.3	0.53	0.17	-0.31	-0.54	-0.31	-0.14	0.53	0.01	-0.16	-0.18	-0.29	-0.11
YIL059C	||  ||  || YIL059C || 1080813	-0.73	-0.04	-0.00901344	-0.08	-0.12	0.03	0.13	-0.29	-0.36	-0.31	0.29	0.18	0.03	0.1	-0.3	-0.19	0.48	0.07	-0.280039	-0.35	0.23	-0.39	-0.04	0.0660098	-0.01	0.65	0.26	0.38	0.3	0.3	-0.117991	0.08	0.41	0.53	0.2	0.18
YER164W	CHD1       || chromatin remodeling* || ATPase activity* || YER164W || 1085473	-0.15	-0.1	0.42	0.33	0.14	0.02	0.76	0.46	-0.2	-0.17	0.11	0.19	-0.36	-0.2	-0.31	-0.19	-0.32	-0.37	-0.4	-0.12	-0.29	-0.26	-0.09	-0.2	-0.14	-0.23	0.04	-0.04	0.27	-0.02	-0.36	-0.48	-0.13	-0.07	-0.12	0.03
YDR195W	REF2       || mRNA processing* || RNA binding || YDR195W || 1081697	0.21	0.03	0.35	0.24	0.26	0.12	0.51	0.48	-0.03	0.01	-0.04	-0.06	0.02	-0.13	-0.07	-0.34	-0.32	-0.39	1.06	0.19	0.04	0.08	0.1	0.04	0.24	0.15	0.01	0.05	0.01	0.08	0.74	-0.37	-0.17	-0.09	-0.17	-0.14
YKL203C	TOR2       || endocytosis* || protein binding* || YKL203C || 1086401	0.69	0.4	0.4	0.27	0.13	0.08	1.01	0.52	0.19	0	-0.13	-0.05	0.36	0.2	-0.06	-0.07	-0.19	-0.14	0.54	0.26	0.05	-0.05	-0.08	-0.08	0.77	0.45	0.12	-0.01	-0.07	-0.17	0.52	-0.1	-0.17	-0.26	-0.25	-0.19
YOL095C	HMI1       || mitochondrial genome maintenance || ATP-dependent DNA helicase activity || YOL095C || 1080970	0.1	-0.09	-0.27	-0.22	-0.07	0.1	0.64	0.66	0.59	0.24	0.32	0.13	0.43	0.46	0.54	0.39	0.37	0.67	0.25	0.02	-0.12	0.01	0	0.17	-0.08	-0.12	-0.01	0.13	-0.06	0.09	1.08	-0.01	-0.24	-0.03	0.09	-0.05
YFL046W	|| biological process unknown || molecular function unknown || YFL046W || 1086848	0.7	0.89	0.16	-0.29	0.15	0.28	-0.84	-0.58	0.48	0.65	0.82	0.2	0.44	0.47	0.67	0.78	0.44	0.07	0.02	0.13	0.47	0.2	0.3	0.13	0.45	0.57	0.13	0.17	0.15	-0.23	-1.09	-0.41	0.11	0.04	-0.11	-0.22
YIL039W	|| biological process unknown || molecular function unknown || YIL039W || 1081123	-0.47	-0.34	-0.31	-0.19	-0.12	0	-0.57	-0.59	-0.66	-0.5	-0.34	0.15	-0.24	-0.32	-0.14	0.03	0.05	0	-0.42	-0.81	-0.5	-0.44	-0.43	-0.18	-0.42	-0.2	-0.12	-0.06	0.05	0.02	-1.3	0.21	-0.22	-0.18	-0.14	0.15
YPL064C	CWC27      || biological process unknown || molecular function unknown || YPL064C || 1085474	0.04	0.27	0.28	0.04	-0.03	0.24	-0.3	-0.08	0.89	0.56	0.56	0.1	0.75	0.53	0.42	0.4	0.24	0.15	0.43	0.33	0.42	0.27	0.25	-0.07	0.05	0.14	-0.07	0.06	0.1	0.06	0.18	0.1	0.23	0.26	0.08	-0.15
YDL068W	||  ||  || YDL068W || 1085076	-0.12	-0.24	-0.0349872	-0.14	0.15	0.34	-0.66	-0.3	0.07	-0.01	-0.06	0.12	0.06	-0.18	0.19	-0.06	0.09	0.39	-0.109082	-0.17	0.15	0.18	0.13	0.4	0.53	-0.13	0.14	0.21	0.46	0.3	0.93	-0.08	-0.06	0.24	0.31	0.19
YLR179C	|| biological process unknown || molecular function unknown || YLR179C || 1084028	-0.41	-0.02	-0.11	-0.08	0.01	0.17	-0.01	0.29	-0.04	-0.07	0.11	0.27	-0.41	0.08	0.33	0.17	0.4	0.71	0.08	-0.1	0.15	0.02	-0.04	-0.25	1.84	1.64	1.48	1.32	0.78	0.72	0.7	0.16	0.05	0.24	0.08	0.19
YEL046C	GLY1       || threonine catabolism* || threonine aldolase activity || YEL046C || 1086424	0.94	0.56	-0.04	0	-0.3	-0.53	1.11	0.79	-0.87	-0.81	-1.1	-0.55	-0.88	-0.91	-1.1	-1.09	-0.71	-0.69	-0.42	0.05	-0.91	-0.73	-1.01	-0.44	0.19	0.19	-0.62	-0.48	-0.48	-0.61	-1.95	-0.97	-0.86	-1.36	-0.89	-0.55
YKR104W	"          || transport || ATPase activity, coupled to transmembrane movement of substances || YKR104W || 1081776"	0.35	0.21	0.39	0.5	0.38	0.27	0.95	0.97	1.01	0.72	0.43	0.39	0.08	0.23	-0.1	-0.1	-0.25	0.2	0.24	0.39	0.24	0.25	0.31	0.3	0.42	0.43	0.14	0.18	0.05	0.08	2.09	0.86	0.19	0.26	0.44	0.39
YHR157W	REC104     || meiotic recombination* || molecular function unknown || YHR157W || 1081039	0.9	0.75	0.23	-0.16	0.13	0.12	0.57	0.57	1.22	0.84	0.58	-0.07	0.93	0.56	0.57	0.37	-0.1	0.0371045	1.29	0.76	0.88	0.54	0.55	0.3	0.83	0.6	0.06	0.13	-0.05	0.22	1.63	0.8	0.48	0.46	0.23	-0.07
YDL077C	VAM6       || vacuole organization and biogenesis* || Rab guanyl-nucleotide exchange factor activity || YDL077C || 1081797	0.4	0.22	0.21	0.22	0.26	0.22	0.45	0.08	-0.27	0.2	0.2	0.29	0.6	0.36	0.29	0.25	0.12	-0.28	0.15	0.21	-0.04	0.02	0.08	0.17	0.3	0.07	0.06	0	0.15	0.3	0.23	-0.05	0.06	0.09	-0.01	0.11
YMR128W	ECM16      || processing of 20S pre-rRNA* || RNA helicase activity || YMR128W || 1084352	-0.12	-0.27	0.05	-0.12	0.09	0.1	0.16	-0.09	-0.48	-0.36	0.01	0.09	0.32	0.19	0.14	-0.12	0.11	-0.05	-0.47	-0.56	-0.13	-0.22	-0.15	-0.11	-0.17	-0.27	-0.13	-0.21	0.03	0.07	-0.81	-0.6	0.03	-0.03	-0.1	0.12
YML051W	"GAL80      || regulation of transcription, DNA-dependent* || transcription corepressor activity || YML051W || 1085250"	-0.16	-0.12	0.05	0.13	0.03	0.11	-0.42	-0.05	-0.52	-0.6	-0.61	0.08	-0.02	0.07	-0.06	0.17	0.12	0.15	-0.38	-0.47	-0.62	-0.52	-0.64	-0.17	-0.21	-0.19	0.16	0.09	0.08	-0.09	-0.54	0.04	-0.13	-0.21	0.06	0.2
YLR159W	|| biological process unknown || molecular function unknown || YLR159W || 1083003	0.01	0.04	0.04	0.11	-0.17	0.01	1.29	0.7	-0.28	0.46	0.75	0.8	-0.27	-0.16	-0.63	-0.5	-0.33	-0.52	0.153739	-0.11	-0.13	-0.12	-0.06	0.02	-0.31	-0.28	0.04	-0.21	0.18	-0.06	0.74	0.73	0.61	0.95	0.69	1.08
YPR171W	"BSP1       || actin cytoskeleton organization and biogenesis* || protein binding, bridging || YPR171W || 1085167"	0.02	0	0.31	0.23	-0.11	-0.17	0.74	0.48	-0.14	-0.33	-0.17	-0.18	-0.23	-0.07	-0.08	-0.07	0.02	-0.45	0.32	0.13	-0.27	-0.17	-0.13	-0.21	-0.23	-0.21	-0.06	-0.09	-0.11	-0.08	0.01	-0.07	-0.06	-0.18	-0.1	-0.1
YGR197C	SNG1       || response to drug || molecular function unknown || YGR197C || 1081722	0.51	0.21	-0.1	0.13	-0.18	-0.21	0.72	0.48	-0.56	-0.66	-0.5	-0.3	-0.97	-0.99	-1.08	-0.87	-0.65	-0.5	-0.36	0.18	-0.41	-0.3	-0.52	-0.12	0.35	0.21	-0.09	0.03	-0.14	-0.34	-0.6	-0.39	-0.41	-0.36	-0.25	-0.02
YHR166C	CDC23      || mitotic sister chromatid segregation* || protein binding* || YHR166C || 1080758	0.28	0.43	0.35	0.26	0.15	0.25	-0.11	-0.32	0.2	0.3	0.34	0.13	0.23	0.21	0.12	0.11	0.16	0.22	-0.01	-0.02	0.43	0.27	0.46	0.19	0.48	0.69	0.4	0.38	0.11	0.34	-0.95	-0.09	0.1	0.26	0.07	-0.07
YNL216W	RAP1       || chromatin silencing at telomere* || DNA binding* || YNL216W || 1085394	-0.19	-0.26	-0.14	0.01	0.05	-0.02	0.98	1.05	0.47	0.15	0.11	0.21	-0.17	0.1	0.21	0.2	0.25	0.24	-0.47	0.16	-0.06	0.07	-0.07	0.01	-0.51	-0.51	-0.1	-0.3	-0.3	-0.11	-0.48	-0.2	-0.41	-0.41	-0.25	-0.22
YJL223C	PAU1       || biological process unknown || molecular function unknown || YJL223C || 1084458	0.6	0.56	0.81	0.76	0.56	0.35	0.38	-0.19	-0.49	-0.49	-0.32	-0.17	-0.31	-0.53	-0.33	-0.39	-0.37	-0.51	-0.08	-0.39	-0.66	-0.31	-0.28	-0.14	0.84	0.48	0.54	0.38	0.23	0.28	0.89	0.94	0.74	0.35	0.38	0.18
YOR358W	HAP5       || transcription* || DNA binding* || YOR358W || 1086661	-0.22	-0.26	-0.44	-0.14	-0.14	-0.01	0.99	0.59	-0.58	-0.98	-0.67	-0.5	-0.73	-0.54	-0.45	-0.77	-0.53	-0.82	0.55	-0.57	-0.89	-0.94	-0.76	-1.03	-0.48	-0.48	-0.43	-0.52	-0.47	-0.43	0.42	-0.28	-0.51	-0.62	-0.68	-0.46
YDL057W	|| biological process unknown || molecular function unknown || YDL057W || 1081917	0.18	0.12	0.33	0.21	0.05	-0.19	1.39	1.13	0.49	0.64	0.49	0.42	0.27	0.24	0.33	-0.05	-0.01	-0.13	0.76	0.09	0.03	0.24	-0.08	0.13	0.69	0.2	0.21	0.14	0.05	0.05	1.05	0.38	0.09	0.16	0.01	0.05
YMR137C	PSO2       || DNA repair* || damaged DNA binding* || YMR137C || 1083835	0.7	0.58	0.48	0.3	-0.04	-0.13	0.78	0.62	0.83	0.59	0.35	-0.28	1	0.6	0.35	0.11	-0.02	-0.09	0.4	0.44	0.28	0.23	0.21	-0.19	0.48	0.33	0.03	-0.02	-0.2	-0.36	0.92	0.22	0	-0.13	-0.13	-0.4
YPL053C	KTR6       || cell wall organization and biogenesis* || mannosylphosphate transferase activity || YPL053C || 1084206	0.21	0.45	0.41	0.13	0.08	-0.02	-0.2	-0.18	0.56	0.41	0.53	0.16	0.48	0.14	0.55	0.38	0.34	0.09	0.95	0.88	0.73	0.38	0.42	0.21	-0.04	0.25	0.07	0.16	0.18	0.23	-1.11	0.52	0.21	0.41	0.23	0.11
